1 1.57936 0
2 1.56648 0.012887
3 1.56889 0.00782279
4 1.56494 0.00680006
5 1.58396 0.019739
6 1.5798 0.0166464
7 1.58488 0.0149593
8 1.57333 0.0173594
9 1.5797 0.0165821
10 1.58074 0.0148682
11 1.58907 0.0158197
12 1.58727 0.0145536
13 1.58469 0.0136322
14 1.58405 0.0126374
15 1.58252 0.0118637
16 1.582 0.0111094
17 1.5836 0.0105571
18 1.58678 0.0104486
19 1.58444 0.0101561
20 1.58478 0.00964078
21 1.59034 0.0107252
22 1.59114 0.0102572
23 1.5904 0.00982926
24 1.59083 0.00942082
25 1.59202 0.0091145
26 1.59421 0.00902598
27 1.59185 0.00899978
28 1.59099 0.00871495
29 1.58684 0.00937736
30 1.58695 0.00905998
31 1.58793 0.00881743
32 1.58656 0.00864631
33 1.58577 0.00841731
34 1.5853 0.00817923
35 1.58626 0.00799919
36 1.58665 0.00778366
37 1.58431 0.0079228
38 1.58265 0.00788916
39 1.58296 0.00769063
40 1.58475 0.00770536
41 1.58264 0.00780477
42 1.58233 0.0076229
43 1.5809 0.0075793
44 1.58107 0.00740699
45 1.58112 0.00724068
46 1.58357 0.0074934
47 1.58346 0.00733308
48 1.58288 0.00720177
49 1.58327 0.00706412
50 1.58279 0.00693825
51 1.58387 0.00688655
52 1.58259 0.00687339
53 1.58151 0.00682811
54 1.58111 0.00671257
55 1.58054 0.00661408
56 1.5796 0.00656329
57 1.57804 0.0066332
58 1.5774 0.00654896
59 1.57954 0.00678524
60 1.5793 0.00667567
61 1.57849 0.00661506
62 1.57849 0.0065075
63 1.5803 0.00665297
64 1.58113 0.00660038
65 1.58025 0.00655699
66 1.58131 0.0065437
67 1.58181 0.00646425
68 1.58205 0.00637328
69 1.5813 0.00632469
70 1.58096 0.00624335
71 1.58128 0.00616307
72 1.5812 0.00607735
73 1.58018 0.00608001
74 1.57967 0.00601908
75 1.57998 0.00594658
76 1.5797 0.00587435
77 1.58045 0.0058456
78 1.58041 0.00577032
79 1.58084 0.00571283
80 1.58129 0.00565951
81 1.5807 0.00562043
82 1.58222 0.00575442
83 1.58218 0.00568477
84 1.58179 0.00563026
85 1.58173 0.00556398
86 1.58186 0.00550036
87 1.58197 0.00543802
88 1.5812 0.00543057
89 1.5817 0.00539215
90 1.58237 0.00537438
91 1.58332 0.00539793
92 1.58386 0.00536651
93 1.58403 0.00531129
94 1.58327 0.0053095
95 1.58349 0.00525779
96 1.584 0.00522758
97 1.58422 0.0051781
98 1.58362 0.00515995
99 1.58359 0.00510761
100 1.58331 0.0050644
