1 4.79452 0
2 4.81209 0.0175658
3 4.83846 0.0282598
4 4.90993 0.0742032
5 4.92509 0.0594444
6 4.97207 0.0675464
7 4.97136 0.0570915
8 4.98296 0.0507847
9 4.96724 0.047468
10 4.96948 0.0425157
11 4.9704 0.0384679
12 4.9539 0.0388001
13 4.96029 0.0362585
14 4.96135 0.0335857
15 4.97285 0.0333119
16 4.97348 0.0311669
17 4.96977 0.0295107
18 4.97791 0.0289892
19 4.9756 0.0275179
20 4.98123 0.0267051
21 4.97644 0.0258483
22 4.9738 0.0247862
23 4.97764 0.0239929
24 4.97338 0.0233636
25 4.98088 0.0236323
26 4.9816 0.0227166
27 4.9899 0.0233817
28 4.9899 0.0225312
29 4.99467 0.0222575
30 4.99295 0.0215714
31 4.99305 0.0208642
32 4.99421 0.0202345
33 4.99449 0.0196139
34 4.99624 0.0191086
35 4.99186 0.0190656
36 4.99394 0.0186448
37 4.99506 0.0181687
38 4.99247 0.0178732
39 4.9919 0.0174181
40 4.99455 0.017183
41 4.99212 0.0169348
42 4.99214 0.0165267
43 4.99216 0.0161378
44 4.99245 0.0157694
45 4.99608 0.0158388
46 4.99459 0.0155629
47 4.99312 0.0152985
48 4.98873 0.0156083
49 4.98819 0.0152959
50 4.9924 0.0155671
51 4.99229 0.0152592
52 4.99067 0.0150508
53 4.99096 0.014767
54 4.99377 0.0147609
55 4.994 0.0144919
56 4.9929 0.014273
57 4.98952 0.0144225
58 4.99025 0.0141904
59 4.98996 0.0139509
60 4.98965 0.0137199
61 4.99219 0.0137299
62 4.99271 0.0135167
63 4.98969 0.0136375
64 4.98677 0.0137378
65 4.98702 0.0135272
66 4.98426 0.0136041
67 4.98575 0.0134824
68 4.98859 0.0135837
69 4.98805 0.0133964
70 4.98691 0.0132525
71 4.98809 0.0131179
72 4.98709 0.012973
73 4.98457 0.013041
74 4.98408 0.0128727
75 4.98452 0.0127074
76 4.9839 0.0125544
77 4.98369 0.012392
78 4.98313 0.012245
79 4.9833 0.0120901
80 4.98276 0.0119498
81 4.98104 0.0119269
82 4.97979 0.0118462
83 4.97834 0.0117919
84 4.97994 0.0117591
85 4.97908 0.0116513
86 4.9772 0.011668
87 4.97764 0.0115414
88 4.97836 0.0114323
89 4.98114 0.0116401
90 4.97996 0.01157
91 4.97833 0.0115588
92 4.97726 0.0114821
93 4.9777 0.0113663
94 4.97697 0.0112679
95 4.97837 0.0112353
96 4.97978 0.0112077
97 4.98036 0.0111063
98 4.97897 0.0110795
99 4.98012 0.0110275
100 4.97943 0.010939
