0 31.6061 35.4741 39.6147 37.8909
1 38.8159 40.4994 37.1204 42.9892
2 38.1969 37.9681 43.3091 46.8653
3 42.7222 46.2782 42.4211 41.1545
4 48.0529 36.5161 42.6073 38.4834
5 42.6993 42.4628 39.9657 37.4686
6 35.5494 38.1838 36.4315 37.5248
7 46.1382 47.6668 45.3519 45.4709
8 38.1967 38.9503 42.551 40.6198
9 42.5403 39.6847 44.8715 40.9725
10 39.834 36.7761 41.4413 38.2344
11 39.3647 43.3774 35.8705 41.3052
12 35.4841 46.4953 40.2061 40.5956
13 44.8966 41.5218 43.5973 35.5349
14 42.7596 46.2811 36.8119 41.6896
15 43.1718 46.612 43.903 38.9856
16 39.9094 48.4403 38.3783 49.251
17 42.7586 41.1318 40.004 39.8477
18 46.5382 41.6678 46.5203 40.3579
19 36.5464 34.9466 40.336 41.5743
20 43.2399 37.7889 39.818 46.8273
21 46.513 42.7157 44.6738 41.4718
22 40.4484 40.4361 42.2251 37.9338
23 46.9438 39.4703 38.7242 45.7613
24 40.85 39.1634 40.5153 35.7643
25 35.8428 44.5571 40.3958 39.0801
26 46.2938 40.0433 44.5789 44.6248
27 45.0868 41.2791 48.7857 45.2416
28 36.6272 37.1335 43.5128 48.5824
29 44.2363 45.3182 44.2276 44.1608
30 40.668 42.1467 38.647 40.9229
31 44.5707 40.6274 39.2877 37.6123
32 39.7041 43.8177 45.0786 39.74
33 41.0237 37.4132 39.0273 45.4028
34 38.4364 41.6038 37.0312 42.6413
35 38.7025 34.518 43.1901 38.5752
36 36.657 38.6413 37.1967 36.2793
37 37.6957 46.8643 46.6752 41.7254
38 36.0876 41.026 39.1146 41.5021
39 44.5833 43.3098 42.6637 42.2891
40 45.13 44.3103 41.4041 45.9763
41 37.8763 40.0359 39.1904 37.3859
42 40.8405 43.4811 41.2446 44.0943
43 46.8145 45.1394 33.323 41.975
44 39.6968 36.6702 41.1992 43.5615
45 41.1764 44.2399 43.7895 41.49
46 44.9729 35.8372 43.4401 46.6143
47 42.3003 47.5365 40.1476 46.281
48 43.44 47.4123 37.8654 46.5963
49 36.4954 38.5453 47.4371 39.3407
50 41.8372 37.5635 38.05 43.3985
51 39.712 43.5476 42.3733 38.7818
52 43.2958 39.5881 41.0294 41.768
53 43.3939 43.1521 38.1667 45.4032
54 39.2528 44.3437 41.7597 45.386
55 44.902 39.7996 44.5048 44.0865
56 44.1189 43.1272 44.0399 39.0343
57 41.0236 38.3069 44.9783 38.9269
58 42.8374 43.8789 44.544 37.2378
59 41.815 39.7873 41.5543 49.5778
60 42.616 44.1404 36.0273 43.5526
61 40.6031 37.3586 41.485 44.2385
62 35.3488 43.6448 46.2826 40.7766
63 48.8704 43.6711 45.9707 40.2277
64 38.0985 45.2166 39.2087 39.7222
65 41.1142 40.841 43.7111 42.3703
66 42.3318 40.2949 38.214 39.1718
67 45.6085 43.271 42.0398 39.6067
68 40.6155 42.2044 44.3495 42.2388
69 30.4206 39.9579 42.9472 38.1648
70 42.8471 42.694 36.9257 46.0368
71 42.1184 39.8001 45.9987 39.087
72 37.7537 39.8647 39.5291 41.1938
73 38.9813 41.0378 44.2051 40.3411
74 35.4557 42.0446 45.5406 36.3454
75 47.1641 41.7503 44.9267 45.6141
76 40.9474 40.6229 40.6408 44.9806
77 37.4289 35.2786 35.7177 41.992
78 39.013 43.273 45.7468 37.0109
79 35.057 38.4481 32.4172 34.4938
80 35.6996 43.9731 37.2411 40.18
81 32.4496 38.1501 43.3422 39.2037
82 41.6627 39.2906 37.0664 43.8569
83 45.1003 43.7558 43.4813 33.7457
84 42.3834 43.383 36.118 32.1449
85 41.7768 43.4383 33.5465 37.8296
86 42.0695 36.0105 38.1184 35.4117
