0.75 0.55 -0.313264
0.75 0.551 -0.314927
0.75 0.552 -0.316783
0.75 0.553 -0.318516
0.75 0.554 -0.32072
0.75 0.555 -0.322814
0.75 0.556 -0.324747
0.75 0.557 -0.326345
0.75 0.558 -0.328053
0.75 0.559 -0.330063
0.75 0.56 -0.331561
0.75 0.561 -0.333578
0.75 0.562 -0.335568
0.75 0.563 -0.337035
0.75 0.564 -0.33778
0.75 0.565 -0.339285
0.75 0.566 -0.340925
0.75 0.567 -0.342509
0.75 0.568 -0.343703
0.75 0.569 -0.345085
0.75 0.57 -0.346937
0.75 0.571 -0.348618
0.75 0.572 -0.349994
0.75 0.573 -0.351209
0.75 0.574 -0.35265
0.75 0.575 -0.353778
0.75 0.576 -0.354502
0.75 0.577 -0.355203
0.75 0.578 -0.356171
0.75 0.579 -0.357567
0.75 0.58 -0.358581
0.75 0.581 -0.359447
0.75 0.582 -0.360401
0.75 0.583 -0.361422
0.75 0.584 -0.362259
0.75 0.585 -0.363068
0.75 0.586 -0.36388
0.75 0.587 -0.365206
0.75 0.588 -0.365944
0.75 0.589 -0.366821
0.75 0.59 -0.367555
0.75 0.591 -0.368421
0.75 0.592 -0.369164
0.75 0.593 -0.370198
0.75 0.594 -0.371044
0.75 0.595 -0.371401
0.75 0.596 -0.372319
0.75 0.597 -0.373137
0.75 0.598 -0.373621
0.75 0.599 -0.374329
0.75 0.6 -0.374658
0.75 0.601 -0.375043
0.75 0.602 -0.375495
0.75 0.603 -0.376078
0.75 0.604 -0.376369
0.75 0.605 -0.377032
0.75 0.606 -0.376419
0.75 0.607 -0.376892
0.75 0.608 -0.377601
0.75 0.609 -0.377592
0.75 0.61 -0.378268
0.75 0.611 -0.378657
0.75 0.612 -0.379174
0.75 0.613 -0.379649
0.75 0.614 -0.380244
0.75 0.615 -0.380806
0.75 0.616 -0.38123
0.75 0.617 -0.380906
0.75 0.618 -0.381296
0.75 0.619 -0.381698
0.75 0.62 -0.382326
0.75 0.621 -0.382741
0.75 0.622 -0.383021
